#stages0 = writecat:legacypipe:DR9.6.2
#stages1 = writecat:legacypipe:DR9.6.7
0947p487 file2_rs200_skip1 stages1
2926p555 file1_rs500_skip0 stages0
2926p555 file2_rs200_skip1 stages0
1018p405 file1_rs500_skip0 stages0
1018p405 file2_rs200_skip1 stages0
2816p752 file1_rs500_skip0 stages0
2816p752 file2_rs200_skip1 stages0
1035p730 file1_rs500_skip0 stages0
1035p730 file2_rs200_skip1 stages0
1044p430 file1_rs500_skip0 stages0
1044p430 file2_rs200_skip1 stages0
1002p357 file1_rs500_skip0 stages0
1002p357 file2_rs200_skip1 stages0
1000p420 file1_rs500_skip0 stages0
1000p420 file2_rs200_skip1 stages0
1342p715 file1_rs500_skip0 stages0
1342p715 file2_rs200_skip1 stages0
0951p507 file1_rs500_skip0 stages1
0951p507 file2_rs200_skip1 stages1
0951p610 file1_rs500_skip0 stages0
0951p610 file2_rs200_skip1 stages0
1387p652 file1_rs500_skip0 stages1
1387p652 file2_rs200_skip1 stages1
1371p662 file1_rs500_skip0 stages0
1371p662 file2_rs200_skip1 stages0
0958p532 file1_rs500_skip0 stages1
0958p532 file2_rs200_skip1 stages1
0972p667 file1_rs500_skip0 stages0
0972p667 file2_rs200_skip1 stages0
1004p442 file1_rs500_skip0 stages1
1004p442 file2_rs200_skip1 stages1
1020p402 file1_rs500_skip0 stages0
1020p402 file2_rs200_skip1 stages0
1432p692 file1_rs500_skip0 stages0
1432p692 file2_rs200_skip1 stages0
2947p672 file1_rs500_skip0 stages0
2947p672 file2_rs200_skip1 stages0
1009p395 file1_rs500_skip0 stages0
1009p395 file2_rs200_skip1 stages0
0963p482 file1_rs500_skip0 stages1
0963p482 file2_rs200_skip1 stages1
1329p727 file1_rs500_skip0 stages0
1329p727 file2_rs200_skip1 stages0
1011p405 file1_rs500_skip0 stages0
1011p405 file2_rs200_skip1 stages0
1011p407 file1_rs500_skip0 stages0
1011p407 file2_rs200_skip1 stages0
0994p360 file1_rs500_skip0 stages0
0994p360 file2_rs200_skip1 stages0
0967p482 file1_rs500_skip0 stages1
0967p482 file2_rs200_skip1 stages1
1011p627 file1_rs500_skip0 stages0
1011p627 file2_rs200_skip1 stages0
0987p360 file1_rs500_skip0 stages0
0987p360 file2_rs200_skip1 stages0
0949p542 file1_rs500_skip0 stages1
0949p542 file2_rs200_skip1 stages1
1495p842 file1_rs500_skip0 stages0
1495p842 file2_rs200_skip1 stages0
0964p440 file1_rs500_skip0 stages1
0964p440 file2_rs200_skip1 stages1
0959p507 file1_rs500_skip0 stages1
0959p507 file2_rs200_skip1 stages1
1050p447 file1_rs500_skip0 stages0
1050p447 file2_rs200_skip1 stages0
1398p665 file1_rs500_skip0 stages0
1398p665 file2_rs200_skip1 stages0
2919p535 file1_rs500_skip0 stages0
2919p535 file2_rs200_skip1 stages0
2015p845 file1_rs500_skip0 stages0
2015p845 file2_rs200_skip1 stages0
0970p432 file1_rs500_skip0 stages1
0970p432 file2_rs200_skip1 stages1
0931p640 file1_rs500_skip0 stages0
0931p640 file2_rs200_skip1 stages0
0990p622 file1_rs500_skip0 stages0
0990p622 file2_rs200_skip1 stages0
0942p500 file1_rs500_skip0 stages0
0942p500 file2_rs200_skip1 stages0
1011p385 file1_rs500_skip0 stages1
1011p385 file2_rs200_skip1 stages1
2915p527 file1_rs500_skip0 stages0
2915p527 file2_rs200_skip1 stages0
0972p502 file1_rs500_skip0 stages1
0972p502 file2_rs200_skip1 stages1
1487p707 file1_rs500_skip0 stages0
1487p707 file2_rs200_skip1 stages0
0938p607 file1_rs500_skip0 stages1
0938p607 file2_rs200_skip1 stages1
1030p722 file1_rs500_skip0 stages0
1030p722 file2_rs200_skip1 stages0
0963p527 file1_rs500_skip0 stages1
0963p527 file2_rs200_skip1 stages1
0978p485 file1_rs500_skip0 stages1
0978p485 file2_rs200_skip1 stages1
1345p720 file1_rs500_skip0 stages0
1345p720 file2_rs200_skip1 stages0
1013p365 file1_rs500_skip0 stages1
1013p365 file2_rs200_skip1 stages1
0991p362 file1_rs500_skip0 stages0
0991p362 file2_rs200_skip1 stages0
0917p607 file1_rs500_skip0 stages0
0917p607 file2_rs200_skip1 stages0
0966p445 file1_rs500_skip0 stages1
0966p445 file2_rs200_skip1 stages1
